regionalschluessel,ags,name,nuts,gid,sp_id,dpr_id,shared_area
072325005040,07232040,Geichlingen,DEB23,21,21,9,5316841.8347294
072325005041,07232041,Gemünd,DEB23,21,21,9,2866555.33966146
072325005042,07232042,Gentingen,DEB23,21,21,9,3929454.21133825
072325005047,07232047,Heilbach,DEB23,21,21,9,6390899.09574681
072325005049,07232049,Herbstmühle,DEB23,21,21,9,2163014.44368912
072325005054,07232054,Hommerdingen,DEB23,21,21,9,2064928.2295464
072325005056,07232056,Hütten,DEB23,21,21,9,3117261.04068518
072325005059,07232059,Hüttingen bei Lahr,DEB23,21,21,9,4351709.29078642
072325005064,07232064,Karlshausen,DEB23,21,21,9,6970929.45842483
072325005066,07232066,Keppeshausen,DEB23,21,21,9,2432533.34869977
072325005067,07232067,Körperich,DEB23,21,21,9,18978065.4749372
072325005068,07232068,Koxhausen,DEB23,21,21,9,3757380.54235307
072325005069,07232069,Kruchten,DEB23,21,21,9,5341218.80290403
072325005072,07232072,Lahr,DEB23,21,21,9,7188778.05208745
072325005073,07232073,Leimbach,DEB23,21,21,9,3089131.45724048
072325005080,07232080,Mettendorf,DEB23,21,21,9,15073359.0554506
072325005084,07232084,Muxerath,DEB23,21,21,9,4352911.97516785
072325005085,07232085,Nasingen,DEB23,21,21,9,2303076.2771734
072325005088,07232088,Neuerburg,DEB23,21,21,9,10571046.0455406
072325005089,07232089,Niedergeckler,DEB23,21,21,9,1398730.93996804
072325005090,07232090,Niederraden,DEB23,21,21,9,1944972.45021148
072325005094,07232094,Niehl,DEB23,21,21,9,2029969.77573959
072325005095,07232095,Nusbaum,DEB23,21,21,9,17196123.0688427
072325005096,07232096,Obergeckler,DEB23,21,21,9,6399302.63364766
072325005102,07232102,Utscheid,DEB23,21,21,9,5935005.10480686
072325005106,07232106,Plascheid,DEB23,21,21,9,3022853.21278763
072325005110,07232110,Rodershausen,DEB23,21,21,9,5515410.74168238
072325005112,07232112,Roth an der Our,DEB23,21,21,9,1567400.41335936
072325005116,07232116,Scheitenkorb,DEB23,21,21,9,2912247.54208929
072325005117,07232117,Scheuern,DEB23,21,21,9,6632639.35177057
072325005121,07232121,Sevenig bei Neuerburg,DEB23,21,21,9,5824121.83026491
072325005122,07232122,Sinspelt,DEB23,21,21,9,2398359.69587365
072325005127,07232127,Übereisenbach,DEB23,21,21,9,2488400.15237546
072325005128,07232128,Uppershausen,DEB23,21,21,9,3530509.19022516
072325005130,07232130,Waldhof-Falkenstein,DEB23,21,21,9,1962425.85626136
072325005132,07232132,Weidingen,DEB23,21,21,9,5820447.51574988
072325005138,07232138,Zweifelscheid,DEB23,21,21,9,1887329.21084273
072325006202,07232202,Auw bei Prüm,DEB23,21,21,9,22190362.6857778
072325006206,07232206,Bleialf,DEB23,21,21,9,7589323.07939933
072325006207,07232207,Brandscheid,DEB23,21,21,9,16333847.3768698
072325006208,07232208,Buchet,DEB23,21,21,9,13767279.3697282
072325006209,07232209,Büdesheim,DEB23,21,21,9,12328893.4842142
072325006216,07232216,Dingdorf,DEB23,21,21,9,3754052.68551336
072325006222,07232222,Feuerscheid,DEB23,21,21,9,5971378.68558997
072325006223,07232223,Fleringen,DEB23,21,21,9,8666865.28019574
072325006224,07232224,Giesdorf,DEB23,21,21,9,3422822.88492267
072325006226,07232226,Weinsheim,DEB23,21,21,9,23674355.2936264
072325006227,07232227,Gondenbrett,DEB23,21,21,9,23174792.8493013
072325006230,07232230,Großlangenfeld,DEB23,21,21,9,7041819.63631772
072325006231,07232231,Habscheid,DEB23,21,21,9,17266190.1690818
072325006236,07232236,Heckhuscheid,DEB23,21,21,9,8344148.2494318
072325006238,07232238,Heisdorf,DEB23,21,21,9,3953590.30403014
072325006250,07232250,Kleinlangenfeld,DEB23,20,20,8,849610.989808561
072325006256,07232256,Lasel,DEB23,21,21,9,4500552.32482649
072325006265,07232265,Masthorn,DEB23,21,21,9,4698215.01408723
072325006266,07232266,Matzerath,DEB23,21,21,9,4315675.79651973
072325006271,07232271,Mützenich,DEB23,21,21,9,6101454.19835282
072325006272,07232272,Neuendorf,DEB23,21,21,9,4309559.19039297
072325006276,07232276,Niederlauch,DEB23,21,21,9,780648.87628641
072325006279,07232279,Nimshuscheid,DEB23,21,21,9,5120684.29057645
072325006280,07232280,Nimsreuland,DEB23,21,21,9,4433243.19261249
072325006283,07232283,Oberlascheid,DEB23,21,21,9,8997024.40010603
072325006284,07232284,Oberlauch,DEB23,21,21,9,3629689.24827047
072325006288,07232288,Olzheim,DEB23,20,20,8,272889.861267288
072325006290,07232290,Orlenbach,DEB23,21,21,9,6152358.99512781
072325006292,07232292,Pittenbach,DEB23,21,21,9,3915183.40754573
072325006295,07232295,Pronsfeld,DEB23,21,21,9,15451577.5219357
072325006296,07232296,Prüm,DEB23,21,21,9,22890090.7220699
072325006300,07232300,Rommersheim,DEB23,21,21,9,16901316.5975624
072325006302,07232302,Roth bei Prüm,DEB23,21,21,9,18170756.2010663
072325006304,07232304,Schönecken,DEB23,21,21,9,13486927.1641009
072325006305,07232305,Schwirzheim,DEB23,21,21,9,12490102.7082026
072325006307,07232307,Seiwerath,DEB23,21,21,9,8884231.96683784
072325006308,07232308,Sellerich,DEB23,21,21,9,17103017.1770307
072325006318,07232318,Wallersheim,DEB23,21,21,9,14154699.532624
072325006320,07232320,Watzerath,DEB23,21,21,9,4619020.69498978
072325006321,07232321,Wawern,DEB23,21,21,9,7597866.49214881
072325006327,07232327,Winringen,DEB23,21,21,9,2570262.73552599
072325006328,07232328,Winterscheid,DEB23,21,21,9,8412304.33204889
072325006329,07232329,Winterspelt,DEB23,21,21,9,24936640.1877251
072325006332,07232332,Hersdorf,DEB23,20,20,8,34929.7384706935
072325007006,07232006,Auw an der Kyll,DEB23,21,21,9,1026079.18117479
072325007010,07232010,Beilingen,DEB23,21,21,9,4259720.84843096
072325007050,07232050,Herforst,DEB23,21,21,9,3731968.07185179
072325007055,07232055,Hosten,DEB23,21,21,9,3052783.44173346
072325007104,07232104,Philippsheim,DEB23,21,21,9,908389.999634129
072325007107,07232107,Preist,DEB23,21,21,9,6403985.20790807
072325007123,07232123,Speicher,DEB23,21,21,9,15474690.9763402
072325007289,07232289,Orenhofen,DEB23,21,21,9,11852647.9733664
072325007311,07232311,Spangdahlem,DEB23,21,21,9,13642685.9925876
072335001006,07233006,Betteldorf,DEB24,20,20,8,3280184.82333377
072335001008,07233008,Bleckhausen,DEB24,21,21,9,91206.3095627381
072335001011,07233011,Brockscheid,DEB24,20,20,8,2086690.28992439
072335001014,07233014,Darscheid,DEB24,20,20,8,5852286.62128132
072335001016,07233016,Demerath,DEB24,21,21,9,22863.3026868581
072335001017,07233017,Deudesfeld,DEB24,20,20,8,8028768.43560201
072335001018,07233018,Dockweiler,DEB24,20,20,8,6114349.6203356
072335001020,07233020,Dreis-Brück,DEB24,20,20,8,18257615.77048
072335001021,07233021,Ellscheid,DEB24,20,20,8,5445790.05610089
072335001025,07233025,Gefell,DEB24,20,20,8,2909241.33156753
072335001027,07233027,Gillenfeld,DEB24,20,20,8,14618871.5644479
072335001030,07233030,Hinterweiler,DEB24,20,20,8,5216726.48252759
072335001031,07233031,Hörscheid,DEB24,20,20,8,3980596.23696033
072335001034,07233034,Immerath,DEB24,20,20,8,5765236.5659871
072335001039,07233039,Kirchweiler,DEB24,20,20,8,6334407.12142364
072335001040,07233040,Kradenbach,DEB24,20,20,8,1748521.13673946
072335001042,07233042,Mehren,DEB24,20,20,8,12825642.9870079
072335001043,07233043,Meisburg,DEB24,21,21,9,228884.540238832
072335001046,07233046,Mückeln,DEB24,20,20,8,4220027.26866403
072335001049,07233049,Nerdlen,DEB24,20,20,8,4422782.63286641
072335001052,07233052,Niederstadtfeld,DEB24,20,20,8,9157777.68063969
072335001055,07233055,Oberstadtfeld,DEB24,20,20,8,10213114.4256513
072335001061,07233061,Sarmersbach,DEB24,20,20,8,5138147.83300208
072335001062,07233062,Saxler,DEB24,20,20,8,1810038.79786418
072335001063,07233063,Schalkenmehren,DEB24,20,20,8,10421430.6374944
072335001064,07233064,Schönbach,DEB24,20,20,8,4586536.30057044
072335001065,07233065,Schutz,DEB24,20,20,8,8916826.58575103
072335001067,07233067,Steineberg,DEB24,20,20,8,2911733.16179741
072335001068,07233068,Steiningen,DEB24,20,20,8,7841634.49731038
072335001070,07233070,Strohn,DEB24,20,20,8,8380027.77899733
072335001071,07233071,Strotzbüsch,DEB24,21,21,9,139121.570856231
072335001074,07233074,Udler,DEB24,21,21,9,23172.4531736295
072335001075,07233075,Üdersdorf,DEB24,20,20,8,17417802.0474482
072335001077,07233077,Utzerath,DEB24,20,20,8,5722117.85687084
072335001079,07233079,Wallenborn,DEB24,20,20,8,8265105.11163971
072335001081,07233081,Weidenbach,DEB24,20,20,8,10796329.8119306
072335001084,07233084,Winkel (Eifel),DEB24,20,20,8,6117871.58596514
072335001501,07233501,Daun,DEB24,20,20,8,49070606.7936196
072335002004,07233004,Berlingen,DEB24,20,20,8,3593551.67559809
072335002026,07233026,Gerolstein,DEB24,20,20,8,63547329.2248903
072335002033,07233033,Hohenfels-Essingen,DEB24,20,20,8,5043007.92541124
072335002036,07233036,Kalenborn-Scheuern,DEB24,20,20,8,7238425.3125995
072335002050,07233050,Neroth,DEB24,20,20,8,7280321.90845719
072335002056,07233056,Pelm,DEB24,20,20,8,9958063.99343867
072335002058,07233058,Rockeskyll,DEB24,20,20,8,5955111.90305856
072335002060,07233060,Salm,DEB24,20,20,8,9175552.94055001
072335002204,07233204,Birresborn,DEB24,21,21,9,10611.9936251004
072335002209,07233209,Densborn,DEB24,20,20,8,13463002.4245689
072335002211,07233211,Duppach,DEB24,21,21,9,209285.953856907
072335002223,07233223,Kopp,DEB24,20,20,8,6475516.98396801
072335002227,07233227,Mürlenbach,DEB24,20,20,8,21415083.8843146
072335003002,07233002,Basberg,DEB24,20,20,8,2270342.00304762
072335003005,07233005,Berndorf,DEB24,20,20,8,9177389.40877745
072335003019,07233019,Dohm-Lammersdorf,DEB24,20,20,8,4478620.56491923
072335003029,07233029,Hillesheim,DEB24,20,20,8,20642088.7701552
072335003038,07233038,Kerpen (Eifel),DEB24,20,20,8,8236454.78431853
072335003053,07233053,Oberbettingen,DEB24,20,20,8,6105062.7192281
072335003054,07233054,Oberehe-Stroheich,DEB24,20,20,8,10392429.0188503
072335003076,07233076,Üxheim,DEB24,20,20,8,31035683.402945
072335003080,07233080,Walsdorf,DEB24,20,20,8,10705229.3072629
072335003083,07233083,Wiesbaum,DEB24,20,20,8,15209282.2599689
072335003229,07233229,Nohn,DEB24,20,20,8,10988650.7379036
072335004003,07233003,Beinhausen,DEB24,20,20,8,2667921.83633858
072335004010,07233010,Boxberg,DEB24,20,20,8,5633485.04817656
072335004032,07233032,Hörschhausen,DEB24,20,20,8,2252299.92920122
072335004037,07233037,Katzwinkel,DEB24,20,20,8,3813773.7343265
072335004048,07233048,Neichen,DEB24,20,20,8,2963381.95156152
072335004201,07233201,Arbach,DEB24,20,20,8,4396276.49604448
072335004202,07233202,Bereborn,DEB24,20,20,8,2541849.88716078
072335004203,07233203,Berenbach,DEB24,20,20,8,3186017.18600384
072335004205,07233205,Bodenbach,DEB24,20,20,8,4821968.3772014
072335004206,07233206,Bongard,DEB24,20,20,8,6677604.04866599
072335004207,07233207,Borler,DEB24,20,20,8,4527065.2920944
072335004208,07233208,Brücktal,DEB24,20,20,8,2455075.37944252
072335004210,07233210,Drees,DEB24,20,20,8,4119640.49117733
072335004212,07233212,Gelenberg,DEB24,20,20,8,3933076.21330284
072335004213,07233213,Gunderath,DEB24,20,20,8,1249120.06196978
072335004215,07233215,Höchstberg,DEB24,20,20,8,4426852.74238385
072335004216,07233216,Horperath,DEB24,20,20,8,2382471.66195632
072335004217,07233217,Kaperich,DEB24,20,20,8,2814726.78577302
072335004218,07233218,Kelberg,DEB24,20,20,8,24502279.6522802
072335004220,07233220,Kirsbach,DEB24,20,20,8,3438025.30118817
072335004221,07233221,Kötterichen,DEB24,20,20,8,1398866.81013398
072335004222,07233222,Kolverath,DEB24,20,20,8,2404550.39798349
072335004224,07233224,Lirstal,DEB24,20,20,8,5300042.90881917
072335004225,07233225,Mannebach,DEB24,20,20,8,7348180.37740851
072335004226,07233226,Mosbruch,DEB24,20,20,8,3410618.90505679
072335004228,07233228,Nitz,DEB24,20,20,8,1086614.84822506
072335004230,07233230,Oberelz,DEB24,20,20,8,5512769.62329843
072335004233,07233233,Reimerath,DEB24,20,20,8,2603565.90463153
072335004234,07233234,Retterath,DEB24,20,20,8,5511714.01070244
072335004236,07233236,Sassen,DEB24,20,20,8,3304834.59943169
072335004242,07233242,Uersfeld,DEB24,20,20,8,4322619.16519548
072335004243,07233243,Ueß,DEB24,20,20,8,1551498.45228709
072335004244,07233244,Welcherath,DEB24,20,20,8,3171868.0064309
072335005007,07233007,Birgel,DEB24,20,20,8,6592326.56222601
072335005022,07233022,Esch,DEB24,20,20,8,10106026.7849099
072335005023,07233023,Feusdorf,DEB24,20,20,8,4490554.09182929
072335005028,07233028,Gönnersdorf,DEB24,20,20,8,5171385.64071177
072335005035,07233035,Jünkerath,DEB24,20,20,8,10262157.9418798
072335005041,07233041,Lissendorf,DEB24,20,20,8,10289407.4985025
072335005214,07233214,Hallschlag,DEB24,20,20,8,12748054.9443275
072335005219,07233219,Kerschenbach,DEB24,20,20,8,6944369.85642895
072335005232,07233232,Ormont,DEB24,20,20,8,12283280.8109618
072335005235,07233235,Reuth,DEB24,21,21,9,100849.022169784
072335005237,07233237,Scheid,DEB24,20,20,8,5467902.45223373
072335005239,07233239,Schüller,DEB24,20,20,8,4204504.56100401
072335005240,07233240,Stadtkyll,DEB24,20,20,8,20632696.8366961
072335005241,07233241,Steffeln,DEB24,20,20,8,21040143.5570878
072355001005,07235005,Bescheid,DEB25,21,21,9,7446704.63220025
072355001008,07235008,Beuren (Hochwald),DEB25,21,21,9,18520243.264631
072355001014,07235014,Damflos,DEB25,21,21,9,5550238.12551477
072355001030,07235030,Geisfeld,DEB25,21,21,9,8696338.48087307
072355001035,07235035,Grimburg,DEB25,21,21,9,10257476.608278
072355001036,07235036,Gusenburg,DEB25,21,21,9,7249122.2278671
072355001045,07235045,Hermeskeil,DEB25,21,21,9,30913938.399105
072355001047,07235047,Hinzert-Pölert,DEB25,21,21,9,4785419.20155961
072355001092,07235092,Naurath (Wald),DEB25,21,21,9,5614547.10732029
072355001093,07235093,Neuhütten,DEB25,21,21,9,10584354.6670097
072355001112,07235112,Rascheid,DEB25,21,21,9,8244284.91526761
072355001114,07235114,Reinsfeld,DEB25,21,21,9,19587301.403229
072355001153,07235153,Züsch,DEB25,21,21,9,7793498.39717795
072355002003,07235003,Baldringen,DEB25,21,21,9,1792566.22540742
072355002033,07235033,Greimerath,DEB25,21,21,9,12380914.7594805
072355002040,07235040,Heddert,DEB25,21,21,9,4916926.60643993
072355002043,07235043,Hentern,DEB25,21,21,9,6486996.35906506
072355002058,07235058,Kell am See,DEB25,21,21,9,28632202.9107319
072355002072,07235072,Lampaden,DEB25,21,21,9,8217373.11372063
072355002081,07235081,Mandern,DEB25,21,21,9,23823602.0590988
072355002105,07235105,Paschel,DEB25,21,21,9,4202241.99672242
072355002119,07235119,Schillingen,DEB25,21,21,9,19412595.6821054
072355002123,07235123,Schömerich,DEB25,21,21,9,2380622.28235923
072355002140,07235140,Vierherrenborn,DEB25,21,21,9,8122221.36048757
072355002142,07235142,Waldweiler,DEB25,21,21,9,10955862.6551251
072355002152,07235152,Zerf,DEB25,21,21,9,29067182.8048318
072355003055,07235055,Kanzem,DEB25,21,21,9,4166000.92939478
072355003068,07235068,Konz,DEB25,21,21,9,45021530.4621564
072355003095,07235095,Nittel,DEB25,21,21,9,16899967.4673427
072355003096,07235096,Oberbillig,DEB25,21,21,9,5462855.05040004
072355003101,07235101,Onsdorf,DEB25,21,21,9,3475546.5282871
072355003106,07235106,Pellingen,DEB25,21,21,9,7171820.62123992
072355003132,07235132,Tawern,DEB25,21,21,9,10409684.3214097
072355003133,07235133,Temmels,DEB25,21,21,9,6718457.48639013
072355003143,07235143,Wasserliesch,DEB25,21,21,9,7677040.15799363
072355003144,07235144,Wawern,DEB25,21,21,9,5221628.03743935
072355003146,07235146,Wellen,DEB25,21,21,9,3266633.73804491
072355003148,07235148,Wiltingen,DEB25,21,21,9,16148426.6841368
072355004010,07235010,Bonerath,DEB25,21,21,9,4260304.98731346
072355004021,07235021,Farschweiler,DEB25,21,21,9,7691119.84302769
072355004037,07235037,Gusterath,DEB25,21,21,9,4415302.54329759
072355004038,07235038,Gutweiler,DEB25,21,21,9,2477311.4979807
072355004044,07235044,Herl,DEB25,21,21,9,2760001.18798287
072355004046,07235046,Hinzenburg,DEB25,21,21,9,2800484.83848811
072355004050,07235050,Holzerath,DEB25,21,21,9,6805182.88052477
072355004056,07235056,Kasel,DEB25,21,21,9,4417099.59082174
072355004070,07235070,Korlingen,DEB25,21,21,9,2009526.56736842
072355004080,07235080,Lorscheid,DEB25,21,21,9,5035401.14933709
072355004085,07235085,Mertesdorf,DEB25,21,21,9,6711261.05442159
072355004090,07235090,Morscheid,DEB25,21,21,9,5520295.53085249
072355004100,07235100,Ollmuth,DEB25,21,21,9,3898424.96385182
072355004103,07235103,Osburg,DEB25,21,21,9,33065545.3261382
072355004107,07235107,Pluwig,DEB25,21,21,9,4997950.20306742
072355004116,07235116,Riveris,DEB25,21,21,9,2163778.82129298
072355004124,07235124,Schöndorf,DEB25,21,21,9,9928919.61085991
072355004129,07235129,Sommerau,DEB25,21,21,9,1093824.37311151
072355004135,07235135,Thomm,DEB25,21,21,9,4480004.2115254
072355004141,07235141,Waldrach,DEB25,21,21,9,12521099.3161732
072355005002,07235002,Ayl,DEB25,21,21,9,7318159.92709387
072355005025,07235025,Fisch,DEB25,21,21,9,7077711.9852934
072355005028,07235028,Freudenburg,DEB25,21,21,9,11023539.8522407
072355005052,07235052,Irsch,DEB25,21,21,9,15245556.390769
072355005057,07235057,Kastel-Staadt,DEB25,21,21,9,5236106.25310494
072355005062,07235062,Kirf,DEB25,21,21,9,19224848.8205556
072355005082,07235082,Mannebach,DEB25,21,21,9,6078009.53908973
072355005098,07235098,Ockfen,DEB25,21,21,9,2523325.34320713
072355005104,07235104,Palzem,DEB25,21,21,9,20514738.9386105
072355005118,07235118,Saarburg,DEB25,21,21,9,20650615.1570465
072355005122,07235122,Schoden,DEB25,21,21,9,5278221.85641856
072355005126,07235126,Serrig,DEB25,21,21,9,18087272.1899113
072355005131,07235131,Taben-Rodt,DEB25,21,21,9,15986122.1557096
072355005136,07235136,Trassem,DEB25,21,21,9,7604993.18743968
072355005149,07235149,Wincheringen,DEB25,21,21,9,18573147.9433838
072355005154,07235154,Merzkirchen,DEB25,21,21,9,18542275.2970094
072355006004,07235004,Bekond,DEB25,21,21,9,3705303.118524
072355006015,07235015,Detzem,DEB25,21,21,9,5706082.14562262
072355006019,07235019,Ensch,DEB25,21,21,9,6761722.57910856
072355006022,07235022,Fell,DEB25,21,21,9,15636124.8619958
072355006026,07235026,Föhren,DEB25,21,21,9,9593937.90078865
072355006060,07235060,Kenn,DEB25,21,21,9,5022558.68716484
072355006063,07235063,Klüsserath,DEB25,21,21,9,11301452.2336614
072355006067,07235067,Köwerich,DEB25,21,21,9,2346644.74952703
072355006074,07235074,Leiwen,DEB25,21,21,9,12897356.2521467
072355006077,07235077,Longen,DEB25,21,21,9,923996.260131061
072355006078,07235078,Longuich,DEB25,21,21,9,9061502.56694303
072355006083,07235083,Mehring,DEB25,21,21,9,22301865.2095123
072355006091,07235091,Naurath (Eifel),DEB25,21,21,9,5059416.48971538
072355006108,07235108,Pölich,DEB25,21,21,9,3076245.79853694
072355006115,07235115,Riol,DEB25,21,21,9,6195604.62621648
072355006120,07235120,Schleich,DEB25,21,21,9,1568802.29794607
072355006125,07235125,Schweich,DEB25,21,21,9,31088001.8187815
072355006134,07235134,Thörnich,DEB25,21,21,9,2574790.44114362
072355006207,07235207,Trittenheim,DEB22,21,21,9,9842733.52708925
072355007001,07235001,Aach,DEB25,21,21,9,6989102.53639735
072355007027,07235027,Franzenheim,DEB25,21,21,9,6505208.78895082
072355007048,07235048,Hockweiler,DEB25,21,21,9,1989437.31054068
072355007051,07235051,Igel,DEB25,21,21,9,7229615.06092203
072355007069,07235069,Kordel,DEB25,21,21,9,16357879.9015968
072355007073,07235073,Langsur,DEB25,21,21,9,11684378.1649168
072355007094,07235094,Newel,DEB25,21,21,9,16479813.9212217
072355007111,07235111,Ralingen,DEB25,21,21,9,27587275.4638834
072355007137,07235137,Trierweiler,DEB25,21,21,9,18079000.7629631
072355007151,07235151,Zemmer,DEB25,21,21,9,24284842.5848094
072355007501,07235501,Welschbillig,DEB25,21,21,9,36648948.9931183
073110000000,07311000,Frankenthal (Pfalz),DEB31,21,21,9,43746198.9738835
073120000000,07312000,Kaiserslautern,DEB32,21,21,9,140143371.017559
073130000000,07313000,Landau in der Pfalz,DEB33,21,21,9,83000711.1812696
073140000000,07314000,Ludwigshafen am Rhein,DEB34,3,3,11,291690.150355575
073150000000,07315000,Mainz,DEB35,21,21,9,97590353.9059857
073160000000,07316000,Neustadt an der Weinstraße,DEB36,21,21,9,117239099.882252
073170000000,07317000,Pirmasens,DEB37,21,21,9,61427203.9534167
073180000000,07318000,Speyer,DEB38,21,21,9,40962949.9809015
073190000000,07319000,Worms,DEB39,21,21,9,108667385.135408
073200000000,07320000,Zweibrücken,DEB3A,21,21,9,70840534.3545363
073310003003,07331003,Alzey,DEB3B,21,21,9,35160569.3032265
073310055055,07331055,Osthofen,DEB3B,21,21,9,18711290.3228671
073315001001,07331001,Albig,DEB3B,21,21,9,10425060.1591274
073315001005,07331005,Bechenheim,DEB3B,21,21,9,2526665.29948474
073315001007,07331007,Bechtolsheim,DEB3B,21,21,9,10766485.946018
073315001008,07331008,Bermersheim vor der Höhe,DEB3B,21,21,9,2812276.63138694
073315001010,07331010,Biebelnheim,DEB3B,21,21,9,6048292.12747334
073315001012,07331012,Bornheim,DEB3B,21,21,9,4545603.44936831
073315001014,07331014,Dintesheim,DEB3B,21,21,9,1947775.6095404
073315001020,07331020,Eppelsheim,DEB3B,21,21,9,5614424.65108585
073315001021,07331021,Erbes-Büdesheim,DEB3B,21,21,9,9947732.61789076
073315001022,07331022,Esselborn,DEB3B,21,21,9,4131278.12300645
073315001024,07331024,Flomborn,DEB3B,21,21,9,7949529.96083304
073315001025,07331025,Flonheim,DEB3B,21,21,9,14849014.1151644
073315001026,07331026,Framersheim,DEB3B,21,21,9,9287249.56214877
073315001027,07331027,Freimersheim,DEB3B,21,21,9,6498436.97563787
073315001031,07331031,Gau-Heppenheim,DEB3B,21,21,9,5527019.61553775
073315001032,07331032,Gau-Odernheim,DEB3B,21,21,9,18282515.2388323
073315001042,07331042,Kettenheim,DEB3B,21,21,9,3451339.97721204
073315001043,07331043,Lonsheim,DEB3B,21,21,9,4534563.04952894
073315001044,07331044,Mauchenheim,DEB3B,21,21,9,6761711.8419613
073315001050,07331050,Nack,DEB3B,21,21,9,5517672.02160842
073315001051,07331051,Nieder-Wiesen,DEB3B,21,21,9,4981884.02286615
073315001052,07331052,Ober-Flörsheim,DEB3B,21,21,9,10325167.2820628
073315001053,07331053,Offenheim,DEB3B,21,21,9,13709191.7018519
073315001067,07331067,Wahlheim,DEB3B,21,21,9,3183233.08499192
073315002002,07331002,Alsheim,DEB3B,21,21,9,15319957.4420414
073315002018,07331018,Eich,DEB3B,21,21,9,20873365.5061437
073315002034,07331034,Gimbsheim,DEB3B,21,21,9,17929352.6591101
073315002038,07331038,Hamm am Rhein,DEB3B,21,21,9,7910753.94856837
073315002045,07331045,Mettenheim,DEB3B,21,21,9,6472813.94034852
073315003023,07331023,Flörsheim-Dalsheim,DEB3B,21,21,9,12708415.6449235
073315003041,07331041,Hohen-Sülzen,DEB3B,21,21,9,3936778.79755147
073315003046,07331046,Mölsheim,DEB3B,21,21,9,4598492.19403743
073315003047,07331047,Mörstadt,DEB3B,21,21,9,5724431.71449191
073315003048,07331048,Monsheim,DEB3B,21,21,9,9338940.86373063
073315003054,07331054,Offstein,DEB3B,21,21,9,5585704.87033738
073315003066,07331066,Wachenheim,DEB3B,21,21,9,3600991.23025414
073315004006,07331006,Bechtheim,DEB3B,21,21,9,13504262.1518838
073315004009,07331009,Bermersheim,DEB3B,21,21,9,2274436.6136404
073315004011,07331011,Hochborn,DEB3B,21,21,9,3602014.23801307
073315004015,07331015,Dittelsheim-Heßloch,DEB3B,21,21,9,13757389.0672364
073315004028,07331028,Frettenheim,DEB3B,21,21,9,2697561.96294831
073315004036,07331036,Gundersheim,DEB3B,21,21,9,8630575.07147741
073315004037,07331037,Gundheim,DEB3B,21,21,9,4583184.86656296
073315004039,07331039,Hangen-Weisheim,DEB3B,21,21,9,4586257.32293127
073315004049,07331049,Monzernheim,DEB3B,21,21,9,4004365.1755076
073315004071,07331071,Westhofen,DEB3B,21,21,9,14571698.3312077
073315005017,07331017,Eckelsheim,DEB3B,21,21,9,5043304.90382572
073315005030,07331030,Gau-Bickelheim,DEB3B,21,21,9,8055602.50897234
073315005035,07331035,Gumbsheim,DEB3B,21,21,9,3336310.79677525
073315005060,07331060,Siefersheim,DEB3B,21,21,9,6223952.05203533
073315005062,07331062,Stein-Bockenheim,DEB3B,21,21,9,5512847.34566865
073315005070,07331070,Wendelsheim,DEB3B,21,21,9,12585929.8724211
073315005072,07331072,Wöllstein,DEB3B,21,21,9,11993932.1282543
073315005075,07331075,Wonsheim,DEB3B,21,21,9,8733616.24336996
073315006004,07331004,Armsheim,DEB3B,21,21,9,10106606.9844134
073315006019,07331019,Ensheim,DEB3B,21,21,9,3972718.66776169
073315006029,07331029,Gabsheim,DEB3B,21,21,9,7811564.88430124
073315006033,07331033,Gau-Weinheim,DEB3B,21,21,9,3896353.62449374
073315006056,07331056,Partenheim,DEB3B,21,21,9,8433366.11729693
073315006058,07331058,Saulheim,DEB3B,21,21,9,19528352.1455096
073315006059,07331059,Schornsheim,DEB3B,21,21,9,8440279.80633989
073315006061,07331061,Spiesheim,DEB3B,21,21,9,7396625.67354159
073315006063,07331063,Sulzheim,DEB3B,21,21,9,6033020.29133838
073315006064,07331064,Udenheim,DEB3B,21,21,9,7596873.35632685
073315006065,07331065,Vendersheim,DEB3B,21,21,9,4046495.40997218
073315006068,07331068,Wallertheim,DEB3B,21,21,9,8064030.0133068
073315006073,07331073,Wörrstadt,DEB3B,21,21,9,17061849.8054481
073320002002,07332002,Bad Dürkheim,DEB3C,21,21,9,101532800.739907
073320024024,07332024,Grünstadt,DEB3C,21,21,9,16250933.3435112
073320025025,07332025,Haßloch,DEB3C,21,21,9,40285151.9252031
073325001009,07332009,Deidesheim,DEB3C,21,21,9,26272437.1745054
073325001017,07332017,Forst an der Weinstraße,DEB3C,21,21,9,3628979.34725462
073325001035,07332035,Meckenheim,DEB3C,21,21,9,14391080.4346814
073325001039,07332039,Niederkirchen bei Deidesheim,DEB3C,21,21,9,3799097.06271682
073325001043,07332043,Ruppertsberg,DEB3C,21,21,9,8137488.43241089
073325002005,07332005,Bobenheim am Berg,DEB3C,21,21,9,6163661.97697492
073325002008,07332008,Dackenheim,DEB3C,21,21,9,3316455.71205615
073325002015,07332015,Erpolzheim,DEB3C,21,21,9,3556024.94225695
073325002019,07332019,Freinsheim,DEB3C,21,21,9,13739032.493607
073325002026,07332026,Herxheim am Berg,DEB3C,21,21,9,4292128.23116108
073325002028,07332028,Kallstadt,DEB3C,21,21,9,6626560.38344765
073325002049,07332049,Weisenheim am Berg,DEB3C,21,21,9,9326714.5854767
073325002050,07332050,Weisenheim am Sand,DEB3C,21,21,9,13678152.4279108
